Finished,Q3,Q42,Q43,Q6,Q7,Q8,Q9,Salary Exp 1_1,Salary Exp 1_2,Salary Exp 1_3,Salary Exp 2,Salary Exp 2 depend_1,Salary Exp 2 depend_2,Salary Exp 3_1,Salary Exp 3_2,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q15,Q16,Q17,Q17_6_TEXT,Q18,Q20,Q23,definition
True,I agree,I'm not sure,NA,Yes,"If they could use my salary numbers for proper statistics I am willing to help, as long as my salary is not in harms way. I believe the information could be beneficial.",NA,NA,True,True,True,NA,NA,NA,True,I don't know,3,3,3,5 - Full Understanding,4,4,Man,1992,"White,Asian, Native Hawaiian, or Pacific Islander",NA,Some college but no degree,"I DO NOT I have an education in, nor do I work in, the field of computer science, computer engineering or IT.","$80,000 to under $100,000","To reduce the intrusion into personal privacy, your friend says they will use a technique called differential privacy. Differential privacy is a novel, mathematical technique to preserve privacy which is used by companies like Apple and Uber."
True,I agree,No,NA,I’m not sure,NA,NA,The description didn't give me enough information about how differential privacy works. I don't know whether to trust the claim that my data wouldn't be traceable back to me.,True,NA,NA,NA,NA,NA,False,I don't know,5 - Full Understanding,5 - Full Understanding,4,5 - Full Understanding,3,5 - Full Understanding,Man,1988,White,NA,"Advanced degree (e.g., Master's, doctorate)","I DO NOT I have an education in, nor do I work in, the field of computer science, computer engineering or IT.","$30,000 to under $40,000","To reduce the intrusion into personal privacy, your friend says they will use a technique called differential privacy. Differential privacy protects a user’s identity and the specifics of their data, meaning individuals incur almost no risk by joining the dataset."
True,I agree,I'm not sure,NA,No,NA,That is just nuts,NA,False,True,True,True,NA,NA,True,True,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,Man,1979,White,NA,Associate's degree,"I DO NOT I have an education in, nor do I work in, the field of computer science, computer engineering or IT.","$65,000 to under $80,000","To reduce the intrusion into personal privacy, your friend says they will use a technique called differential privacy. Differential privacy protects a user’s identity and the specifics of their data, meaning individuals incur almost no risk by joining the dataset."
True,I agree,No,NA,No,NA,Why is my salary anyone else's business?  I have no interest in sharing it.,NA,NA,True,False,True,NA,NA,True,True,4,4,4,4,4,4,Man,1972,White,NA,High school graduate (high school diploma or equivalent including GED),"I DO NOT I have an education in, nor do I work in, the field of computer science, computer engineering or IT.","$30,000 to under $40,000","To reduce the intrusion into personal privacy, your friend says they will use a technique called differential privacy. Differential privacy is the gold standard in data privacy and protection and is widely recognized as the strongest guarantee of privacy available."
True,I agree,Yes,yes very nice experience.,Yes,yes,NA,NA,False,False,True,True,NA,NA,False,True,4,5 - Full Understanding,4,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,Man,1975,White,NA,Bachelor's degree,"I have an education in, or work in, the field of computer science, computer engineering or IT.","$50,000 to under $65,000","To reduce the intrusion into personal privacy, your friend says they will use a technique called differential privacy. Differential privacy is a novel, mathematical technique to preserve privacy which is used by companies like Apple and Uber."
True,I agree,Yes,Epsilon,Yes,"At least, that's what you can do under the circumstances. But why make salaries confidential? That's because people would never be satisfied with what they're receiving no matter how the organization tries to maintain an objective salary",NA,NA,True,True,True,True,NA,NA,True,True,5 - Full Understanding,4,3,4,5 - Full Understanding,4,Woman,1956,White,NA,Bachelor's degree,"I have an education in, or work in, the field of computer science, computer engineering or IT.","$100,000 to under $125,000","To reduce the intrusion into personal privacy, your friend says they will use a technique called differential privacy. Differential Privacy injects statistical noise into collected data in a way that protects privacy without significantly changing conclusions."
True,I agree,Yes,system for publicly sharing information about a dataset,No,NA,I would not be willing to share my salary because I do not feel that it would be very secure with this company.,NA,NA,True,True,True,NA,NA,True,True,4,5 - Full Understanding,2,3,4,2,Man,1995,White,NA,High school graduate (high school diploma or equivalent including GED),"I DO NOT I have an education in, nor do I work in, the field of computer science, computer engineering or IT.","$20,000 to under $30,000","To reduce the intrusion into personal privacy, your friend says they will use a technique called differential privacy. Differential Privacy allows analysts to learn useful information from large amounts of data without compromising an individual's privacy."
True,I agree,No,NA,I’m not sure,NA,NA,I'm unsure about sharing my salary with the initiative because I don't know anything about differential privacy and I don't trust the information my friend gave me regarding differential privacy.,NA,True,True,NA,NA,NA,I don't know,True,5 - Full Understanding,5 - Full Understanding,4,4,4,5 - Full Understanding,Man,1984,Hispanic or Latino,NA,Bachelor's degree,"I DO NOT I have an education in, nor do I work in, the field of computer science, computer engineering or IT.","$65,000 to under $80,000","To reduce the intrusion into personal privacy, your friend says they will use a technique called differential privacy. Differential privacy is the gold standard in data privacy and protection and is widely recognized as the strongest guarantee of privacy available."
True,I agree,Yes,it is very important,Yes,because its useful and safe,NA,NA,True,True,True,True,NA,NA,True,True,5 - Full Understanding,4,5 - Full Understanding,4,5 - Full Understanding,4,Woman,1967,White,NA,Bachelor's degree,"I have an education in, or work in, the field of computer science, computer engineering or IT.","$65,000 to under $80,000","To reduce the intrusion into personal privacy, your friend says they will use a technique called differential privacy. Differential privacy is the gold standard in data privacy and protection and is widely recognized as the strongest guarantee of privacy available."
True,I agree,Yes,I define differential privacy as a system for publicly sharing information about a dataset by describing the patterns of groups within the dataset while withholding information about the individuals in the dataset.,I’m not sure,NA,NA,If I need to share it compulsory means I have no other option but more over I try to avoid sharing my salary always.,False,True,True,True,NA,NA,True,True,4,4,3,4,4,3,Woman,1988,White,NA,Bachelor's degree,"I have an education in, or work in, the field of computer science, computer engineering or IT.","$20,000 to under $30,000","To reduce the intrusion into personal privacy, your friend says they will use a technique called differential privacy. Differential privacy ensures that the removal or addition of a single database item does not (substantially) affect the outcome of any analysis. It follows that no risk is incurred by joining the database, providing a mathematically rigorous means of coping with the fact that distributional information may be disclosive."
True,I agree,Yes,Differential privacy is a system for publicly sharing information about data set,Yes,I like this,NA,NA,False,True,True,False,False,True,True,True,2,3,3,3,2,4,Man,1982,White,NA,Bachelor's degree,"I have an education in, or work in, the field of computer science, computer engineering or IT.","$40,000 to under $50,000","To reduce the intrusion into personal privacy, your friend says they will use a technique called differential privacy. Differential privacy is a novel, mathematical technique to preserve privacy which is used by companies like Apple and Uber."
True,I agree,Yes,Differential privacy is a system for publicly sharing information about a dataset by describing the patterns of groups within the dataset while withholding information about individuals in the dataset.,Yes,because i have to earn more money with my profession,NA,NA,False,True,NA,True,NA,NA,True,True,4,5 - Full Understanding,2,5 - Full Understanding,5 - Full Understanding,4,Man,1990,White,NA,Associate's degree,"I have an education in, or work in, the field of computer science, computer engineering or IT.","$30,000 to under $40,000","To reduce the intrusion into personal privacy, your friend says they will use a technique called differential privacy. Differential privacy ensures that the removal or addition of a single database item does not (substantially) affect the outcome of any analysis. It follows that no risk is incurred by joining the database, providing a mathematically rigorous means of coping with the fact that distributional information may be disclosive."
True,I agree,No,NA,No,NA,I do not know enough about this.,NA,NA,NA,NA,NA,NA,NA,I don't know,I don't know,5 - Full Understanding,5 - Full Understanding,3,5 - Full Understanding,5 - Full Understanding,3,Woman,1977,Black or African American,NA,"Advanced degree (e.g., Master's, doctorate)","I DO NOT I have an education in, nor do I work in, the field of computer science, computer engineering or IT.","$100,000 to under $125,000","To reduce the intrusion into personal privacy, your friend says they will use a technique called differential privacy. Differential Privacy allows analysts to learn useful information from large amounts of data without compromising an individual's privacy."
True,I agree,No,NA,Yes,I think it'd be interesting to see the differences in salary.,NA,NA,False,True,True,True,NA,NA,True,True,4,5 - Full Understanding,3,5 - Full Understanding,3,5 - Full Understanding,Woman,1986,White,NA,Associate's degree,"I DO NOT I have an education in, nor do I work in, the field of computer science, computer engineering or IT.","$20,000 to under $30,000","To reduce the intrusion into personal privacy, your friend says they will use a technique called differential privacy. Differential privacy ensures that the removal or addition of a single database item does not (substantially) affect the outcome of any analysis. It follows that no risk is incurred by joining the database, providing a mathematically rigorous means of coping with the fact that distributional information may be disclosive."
True,I agree,Yes,very calm and smile,Yes,that is more and more effective and hard work,NA,NA,True,True,True,True,NA,NA,True,False,5 - Full Understanding,4,5 - Full Understanding,4,5 - Full Understanding,5 - Full Understanding,Man,1971,Hispanic or Latino,NA,"Advanced degree (e.g., Master's, doctorate)",Prefer not to answer.,"$65,000 to under $80,000","To reduce the intrusion into personal privacy, your friend says they will use a technique called differential privacy. Differential privacy is the gold standard in data privacy and protection and is widely recognized as the strongest guarantee of privacy available."
True,I agree,No,NA,Yes,I would be willing to help so that they can come up with accurate statistics of the pay.,NA,NA,NA,False,NA,NA,NA,NA,I don't know,I don't know,1 - No Understanding,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,3,5 - Full Understanding,Man,1992,White,NA,High school graduate (high school diploma or equivalent including GED),"I DO NOT I have an education in, nor do I work in, the field of computer science, computer engineering or IT.","$50,000 to under $65,000",NA
True,I agree,Yes,Publicly sharing group information while keeping individual information secret,Yes,"I think it would be a positive impact on the group to know where each person stands, not necessarily by knowing who else stands where but where you stand.",NA,NA,True,NA,NA,False,True,True,False,False,1 - No Understanding,5 - Full Understanding,4,4,3,3,Man,1988,White,NA,Bachelor's degree,"I DO NOT I have an education in, nor do I work in, the field of computer science, computer engineering or IT.","$150,000 to under $200,000","To reduce the intrusion into personal privacy, your friend says they will use a technique called differential privacy. Differential Privacy injects statistical noise into collected data in a way that protects privacy without significantly changing conclusions."
True,I agree,Yes,Differential privacy is a system for publicly sharing information about a dataset by describing the patterns of groups within the dataset while withholding information about individuals in the dataset.,Yes,"Pay transparency can even protect companies by “minimizing the risk of disparate treatment claims and increasing job satisfaction for workers,” according to Angela Cornell, the director of the Labor Law Clinic at Cornell Law School",NA,NA,True,NA,False,True,NA,NA,True,True,4,4,3,4,4,1 - No Understanding,Man,1995,Other,american,"Advanced degree (e.g., Master's, doctorate)","I have an education in, or work in, the field of computer science, computer engineering or IT.","$40,000 to under $50,000","To reduce the intrusion into personal privacy, your friend says they will use a technique called differential privacy. Differential privacy protects a user’s identity and the specifics of their data, meaning individuals incur almost no risk by joining the dataset."
True,I agree,No,NA,No,NA,I can't share my salary for initiative,NA,True,False,False,NA,NA,NA,I don't know,I don't know,5 - Full Understanding,3,5 - Full Understanding,1 - No Understanding,5 - Full Understanding,4,Man,1985,White,NA,Bachelor's degree,"I have an education in, or work in, the field of computer science, computer engineering or IT.","$65,000 to under $80,000","To reduce the intrusion into personal privacy, your friend says they will use a technique called differential privacy. Differential privacy protects a user’s identity and the specifics of their data, meaning individuals incur almost no risk by joining the dataset."
True,I agree,Yes,It is a method of sharing a data of a group publicly without disclosing / withholding the information of an individual of the group. The data can be like behavourial pattern etc.,Yes,Since differential privacy s used  my individual privacy will be maintained,NA,NA,NA,False,False,NA,NA,NA,False,False,Prefer not to answer.,Prefer not to answer.,Prefer not to answer.,Prefer not to answer.,Prefer not to answer.,Prefer not to answer.,Man,1994,White,NA,Bachelor's degree,"I DO NOT I have an education in, nor do I work in, the field of computer science, computer engineering or IT.","$30,000 to under $40,000","To reduce the intrusion into personal privacy, your friend says they will use a technique called differential privacy. Differential privacy is a novel, mathematical technique to preserve privacy which is used by companies like Apple and Uber."
True,I agree,No,NA,No,NA,"I just don't feel like my information is going to stay private even with ""differential privacy"". I just don't feel anyone should ever be sharing their salary very publicly or really at all.",NA,False,True,True,False,True,True,False,True,2,4,4,4,4,4,Man,1989,White,NA,Bachelor's degree,"I have an education in, or work in, the field of computer science, computer engineering or IT.","$40,000 to under $50,000","To reduce the intrusion into personal privacy, your friend says they will use a technique called differential privacy. Differential privacy ensures that the removal or addition of a single database item does not (substantially) affect the outcome of any analysis. It follows that no risk is incurred by joining the database, providing a mathematically rigorous means of coping with the fact that distributional information may be disclosive."
True,I agree,I'm not sure,NA,Yes,like to tend to be what's going on,NA,NA,False,True,True,True,NA,NA,True,True,4,5 - Full Understanding,4,5 - Full Understanding,4,4,Woman,1990,White,NA,Bachelor's degree,"I have an education in, or work in, the field of computer science, computer engineering or IT.","$40,000 to under $50,000","To reduce the intrusion into personal privacy, your friend says they will use a technique called differential privacy. Differential Privacy injects statistical noise into collected data in a way that protects privacy without significantly changing conclusions."
True,I agree,No,NA,No,NA,"I feel like that's private information that I wouldn't want others to have, it's my business and not anyone else's.",NA,False,True,True,True,NA,NA,True,True,4,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,4,Man,1958,White,NA,High school graduate (high school diploma or equivalent including GED),"I DO NOT I have an education in, nor do I work in, the field of computer science, computer engineering or IT.","$80,000 to under $100,000",NA
True,I agree,No,NA,I’m not sure,NA,NA,"Without knowing more details about differential privacy and how it will be used I would be hesitant to share my information. Additionally, I would like to learn more about how sharing this information might potentially benefit or harm me.",NA,True,True,NA,NA,NA,I don't know,I don't know,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,Man,1984,"White,Asian, Native Hawaiian, or Pacific Islander",NA,Associate's degree,"I have an education in, or work in, the field of computer science, computer engineering or IT.","$40,000 to under $50,000","To reduce the intrusion into personal privacy, your friend says they will use a technique called differential privacy. Differential privacy is a novel, mathematical technique to preserve privacy which is used by companies like Apple and Uber."
True,I agree,No,NA,I’m not sure,NA,NA,I'm unsure if I could trust the data wouldn't be used against me.,True,NA,NA,NA,NA,NA,False,False,3,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,Man,1982,White,NA,High school graduate (high school diploma or equivalent including GED),"I DO NOT I have an education in, nor do I work in, the field of computer science, computer engineering or IT.","$50,000 to under $65,000","To reduce the intrusion into personal privacy, your friend says they will use a technique called differential privacy. Differential privacy is the gold standard in data privacy and protection and is widely recognized as the strongest guarantee of privacy available."
True,I agree,No,NA,I’m not sure,NA,NA,would not be the most important detail,False,True,True,True,NA,NA,True,True,5 - Full Understanding,5 - Full Understanding,4,5 - Full Understanding,5 - Full Understanding,4,Man,1989,White,NA,Associate's degree,"I DO NOT I have an education in, nor do I work in, the field of computer science, computer engineering or IT.","$40,000 to under $50,000","To reduce the intrusion into personal privacy, your friend says they will use a technique called differential privacy. Differential privacy is the gold standard in data privacy and protection and is widely recognized as the strongest guarantee of privacy available."
True,I agree,No,NA,Yes,Of course I will share my salary if the company asks for the request means. And also it should be useful to know the performance level of all the employees.,NA,NA,False,NA,False,NA,NA,NA,I don't know,I don't know,4,4,2,4,3,2,Woman,1977,Hispanic or Latino,NA,Bachelor's degree,"I DO NOT I have an education in, nor do I work in, the field of computer science, computer engineering or IT.","$20,000 to under $30,000","To reduce the intrusion into personal privacy, your friend says they will use a technique called differential privacy. Differential Privacy allows analysts to learn useful information from large amounts of data without compromising an individual's privacy."
True,I agree,No,NA,Yes,"Why not, I guess.   I don't see a problem in doing it.",NA,NA,False,False,False,True,NA,NA,False,False,4,5 - Full Understanding,4,5 - Full Understanding,2,5 - Full Understanding,Man,1977,White,NA,Some college but no degree,"I DO NOT I have an education in, nor do I work in, the field of computer science, computer engineering or IT.","$30,000 to under $40,000","To reduce the intrusion into personal privacy, your friend says they will use a technique called differential privacy. Differential privacy protects a user’s identity and the specifics of their data, meaning individuals incur almost no risk by joining the dataset."
True,I agree,No,NA,No,NA,It's always against the rules to share your salary with others so it's something I don't do.,NA,False,False,True,True,NA,NA,True,True,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,Man,1986,Black or African American,NA,Associate's degree,"I DO NOT I have an education in, nor do I work in, the field of computer science, computer engineering or IT.","$50,000 to under $65,000",NA
True,I agree,I'm not sure,NA,Yes,"Pay transparency can even protect companies by “minimizing the risk of disparate treatment claims and increasing job satisfaction for workers,” according to Angela Cornell, the director of the Labor Law Clinic at Cornell Law School.",NA,NA,NA,False,True,True,NA,NA,True,True,5 - Full Understanding,4,3,5 - Full Understanding,5 - Full Understanding,4,Man,1995,White,NA,Bachelor's degree,"I have an education in, or work in, the field of computer science, computer engineering or IT.","$50,000 to under $65,000","To reduce the intrusion into personal privacy, your friend says they will use a technique called differential privacy. Differential privacy is the gold standard in data privacy and protection and is widely recognized as the strongest guarantee of privacy available."
True,I agree,Yes,is a system for publicly sharing information about a dataset by describing the patterns of a group of within the dataset while withholding information about individual in the dataset,I’m not sure,NA,NA,for detailed explanations about my privacy,NA,NA,NA,NA,NA,NA,I don't know,I don't know,5 - Full Understanding,5 - Full Understanding,4,5 - Full Understanding,4,4,Woman,1975,"Asian, Native Hawaiian, or Pacific Islander",NA,Bachelor's degree,"I have an education in, or work in, the field of computer science, computer engineering or IT.","$80,000 to under $100,000","To reduce the intrusion into personal privacy, your friend says they will use a technique called differential privacy. Differential privacy is a novel, mathematical technique to preserve privacy which is used by companies like Apple and Uber."
True,I agree,No,NA,No,NA,I feel like my privacy is still invaded even with this procedure used to randomize things. I feel like it's none of anyone s business honestly.,NA,False,NA,True,NA,NA,NA,True,True,4,4,4,5 - Full Understanding,5 - Full Understanding,4,Man,1992,White,NA,Bachelor's degree,"I DO NOT I have an education in, nor do I work in, the field of computer science, computer engineering or IT.","$50,000 to under $65,000","To reduce the intrusion into personal privacy, your friend says they will use a technique called differential privacy. Differential Privacy injects statistical noise into collected data in a way that protects privacy without significantly changing conclusions."
True,I agree,No,NA,Yes,because my friend is doing this and I want to help them. If it was not a friend I would not do it though.,NA,NA,True,False,NA,NA,NA,NA,I don't know,I don't know,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,Man,1966,"White,Asian, Native Hawaiian, or Pacific Islander",NA,"Advanced degree (e.g., Master's, doctorate)","I DO NOT I have an education in, nor do I work in, the field of computer science, computer engineering or IT.","$30,000 to under $40,000","To reduce the intrusion into personal privacy, your friend says they will use a technique called differential privacy. Differential privacy ensures that the removal or addition of a single database item does not (substantially) affect the outcome of any analysis. It follows that no risk is incurred by joining the database, providing a mathematically rigorous means of coping with the fact that distributional information may be disclosive."
True,I agree,Yes,Differential privacy is a system for publicly sharing information about a dataset by describing the patterns of groups within the dataset while withholding information about individuals in the dataset.,Yes,"Pay transparency can even protect companies by “minimizing the risk of disparate treatment claims and increasing job satisfaction for workers,” according to Angela Cornell, the director of the Labor Law Clinic at Cornell Law School",NA,NA,True,True,True,True,NA,NA,True,True,5 - Full Understanding,4,5 - Full Understanding,5 - Full Understanding,4,4,Man,1994,Black or African American,NA,Bachelor's degree,"I have an education in, or work in, the field of computer science, computer engineering or IT.","$20,000 to under $30,000",NA
True,I agree,Yes,sharing information,Yes,To reduce intrusion,NA,NA,True,True,NA,True,NA,NA,True,True,3,3,4,3,5 - Full Understanding,4,Woman,1990,White,NA,Bachelor's degree,"I have an education in, or work in, the field of computer science, computer engineering or IT.","$50,000 to under $65,000","To reduce the intrusion into personal privacy, your friend says they will use a technique called differential privacy. Differential Privacy allows analysts to learn useful information from large amounts of data without compromising an individual's privacy."
True,I agree,Yes,its a system for with holding information about things in a data base,No,NA,because there is always a risk of things being hacked no matter how safe things may seem to be and I really would not want that information out in the open for people to see.,NA,NA,True,NA,False,True,True,False,False,4,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,4,4,Woman,1994,"White,Asian, Native Hawaiian, or Pacific Islander",NA,Bachelor's degree,"I DO NOT I have an education in, nor do I work in, the field of computer science, computer engineering or IT.","$10,000 to under $20,000","To reduce the intrusion into personal privacy, your friend says they will use a technique called differential privacy. Differential privacy protects a user’s identity and the specifics of their data, meaning individuals incur almost no risk by joining the dataset."
True,I agree,No,NA,Yes,"If the initiative leads to better transparency in the banking industry, I'm happy to contribute my salary under the protection of privacy and anonymity.",NA,NA,True,NA,False,NA,NA,NA,I don't know,I don't know,3,5 - Full Understanding,2,4,3,2,Woman,1980,White,NA,Some college but no degree,"I DO NOT I have an education in, nor do I work in, the field of computer science, computer engineering or IT.","$30,000 to under $40,000","To reduce the intrusion into personal privacy, your friend says they will use a technique called differential privacy. Differential privacy protects a user’s identity and the specifics of their data, meaning individuals incur almost no risk by joining the dataset."
True,I agree,Yes,Is a system for publicly sharing information about a data set by describing the patterns of groups within the dataset while withholding information about individuals in the dataset,I’m not sure,NA,NA,for more detailed explanation and privacy to my details,NA,NA,NA,NA,NA,NA,I don't know,I don't know,5 - Full Understanding,5 - Full Understanding,4,5 - Full Understanding,5 - Full Understanding,4,Man,1972,"Asian, Native Hawaiian, or Pacific Islander",NA,Bachelor's degree,"I have an education in, or work in, the field of computer science, computer engineering or IT.","$80,000 to under $100,000",NA
True,I agree,Yes,Differential privacy is a system for publicly sharing information about a dataset by describing the patterns of groups within the dataset while withholding information about individuals in the dataset.,Yes,"Pay transparency can even protect companies by “minimizing the risk of disparate treatment claims and increasing job satisfaction for workers,” according to Angela Cornell, the director of the Labor Law Clinic at Cornell Law School.",NA,NA,False,True,True,True,NA,NA,False,True,2,3,4,3,2,3,Man,1995,White,NA,Bachelor's degree,"I have an education in, or work in, the field of computer science, computer engineering or IT.","$50,000 to under $65,000","To reduce the intrusion into personal privacy, your friend says they will use a technique called differential privacy. Differential privacy is a novel, mathematical technique to preserve privacy which is used by companies like Apple and Uber."
True,I agree,I'm not sure,NA,Yes,It sounds like their privacy protection technique will avoid my data from being publicly identifiable,NA,NA,False,True,True,True,NA,NA,False,True,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,Woman,1996,"Asian, Native Hawaiian, or Pacific Islander",NA,"Advanced degree (e.g., Master's, doctorate)","I DO NOT I have an education in, nor do I work in, the field of computer science, computer engineering or IT.","$50,000 to under $65,000","To reduce the intrusion into personal privacy, your friend says they will use a technique called differential privacy. Differential privacy is the gold standard in data privacy and protection and is widely recognized as the strongest guarantee of privacy available."
True,I agree,Yes,"A crucial feature of differential privacy is that it defines privacy not as a binary notion of ""was the data of individual exposed or not"", but rather a matter of accumulative risk. That is, every time a person's data is processed her risk of being exposed increases. To this end, the definition of differential privacy is equipped with parameters (""epsilon and delta"") that quantify the ""privacy loss""  the additional risk to an individual that results from her data being used",Yes,minimizing the risk of disparate treatment claims and increasing job satisfaction for workers,NA,NA,False,True,True,True,NA,NA,False,True,4,5 - Full Understanding,4,4,5 - Full Understanding,3,Woman,1981,Hispanic or Latino,NA,Bachelor's degree,"I DO NOT I have an education in, nor do I work in, the field of computer science, computer engineering or IT.","$20,000 to under $30,000","To reduce the intrusion into personal privacy, your friend says they will use a technique called differential privacy. Differential Privacy injects statistical noise into collected data in a way that protects privacy without significantly changing conclusions."
True,I agree,No,NA,No,NA,"I don't completely understand differential privacy, and I don't want my income information being used.",NA,NA,True,True,NA,NA,NA,I don't know,I don't know,4,5 - Full Understanding,4,5 - Full Understanding,3,5 - Full Understanding,Man,1993,Black or African American,NA,Bachelor's degree,"I DO NOT I have an education in, nor do I work in, the field of computer science, computer engineering or IT.","$30,000 to under $40,000","To reduce the intrusion into personal privacy, your friend says they will use a technique called differential privacy. Differential privacy ensures that the removal or addition of a single database item does not (substantially) affect the outcome of any analysis. It follows that no risk is incurred by joining the database, providing a mathematically rigorous means of coping with the fact that distributional information may be disclosive."
True,I agree,No,NA,I’m not sure,NA,NA,I would want to know more about how the data is going to be used and whether it's something I agree with.,True,True,True,False,I don't know,I don't know,False,False,3,5 - Full Understanding,2,2,3,1 - No Understanding,Man,1986,White,NA,Bachelor's degree,"I DO NOT I have an education in, nor do I work in, the field of computer science, computer engineering or IT.",Prefer not to answer.,"To reduce the intrusion into personal privacy, your friend says they will use a technique called differential privacy. Differential Privacy allows analysts to learn useful information from large amounts of data without compromising an individual's privacy."
True,I agree,Yes,Differential privacy is a system for publicly sharing information about a dataset by describing the patterns of groups within the dataset while withholding information about individuals in the dataset.,Yes,the based on basic of salary.,NA,NA,True,True,True,True,NA,NA,True,True,4,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,2,4,Woman,1990,White,NA,Bachelor's degree,"I have an education in, or work in, the field of computer science, computer engineering or IT.","$125,000 to under $150,000",NA
True,I agree,No,NA,I’m not sure,NA,NA,Because I'd need to do more research about the pros/cons of sharing.,False,True,True,True,NA,NA,True,True,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,Man,1982,White,NA,High school graduate (high school diploma or equivalent including GED),"I DO NOT I have an education in, nor do I work in, the field of computer science, computer engineering or IT.","$20,000 to under $30,000","To reduce the intrusion into personal privacy, your friend says they will use a technique called differential privacy. Differential privacy is the gold standard in data privacy and protection and is widely recognized as the strongest guarantee of privacy available."
True,I agree,No,NA,I’m not sure,NA,NA,"I would still be skeptical about if my information would held privately or not, even if it seemed protected.",False,True,True,True,NA,NA,True,True,1 - No Understanding,4,4,4,4,4,Woman,1989,White,NA,Associate's degree,"I DO NOT I have an education in, nor do I work in, the field of computer science, computer engineering or IT.","$40,000 to under $50,000","To reduce the intrusion into personal privacy, your friend says they will use a technique called differential privacy. Differential privacy protects a user’s identity and the specifics of their data, meaning individuals incur almost no risk by joining the dataset."
True,I agree,Yes,Differential privacy is a system for publicly sharing information about a dataset by describing the patterns of groups within the dataset while withholding information about individuals in the dataset.,Yes,Interested,NA,NA,False,True,True,True,NA,NA,True,False,4,5 - Full Understanding,5 - Full Understanding,4,4,5 - Full Understanding,Man,1990,White,NA,Bachelor's degree,"I have an education in, or work in, the field of computer science, computer engineering or IT.","$50,000 to under $65,000","To reduce the intrusion into personal privacy, your friend says they will use a technique called differential privacy. Differential Privacy injects statistical noise into collected data in a way that protects privacy without significantly changing conclusions."
True,I agree,Yes,"Yesterday at the WWDC keynote, Apple announced a series of new security and privacy features, including one feature that’s drawn a bit of attention — and confusion. Specifically, Apple announced that they will be using a technique called “Differential Privacy” (henceforth: DP) to improve the privacy of their data collection practices.",Yes,"California-based Xbox studio The Initiative is working on a game with “weapons, gadgets, and a camera surveillance system.” That's according to the LinkedIn CV of one of the studio's former designers, which also reveals the unannounced game project is being built using Unreal Engine 4",NA,NA,NA,True,True,True,NA,NA,True,True,5 - Full Understanding,Prefer not to answer.,4,Prefer not to answer.,5 - Full Understanding,4,Man,1965,White,NA,Bachelor's degree,"I have an education in, or work in, the field of computer science, computer engineering or IT.","$20,000 to under $30,000",NA
True,I agree,No,NA,Yes,I think if they can use the initiative to protect my privacy I would be willing to give the information they are wanting.,NA,NA,True,NA,False,True,NA,NA,False,False,4,5 - Full Understanding,4,4,4,4,Woman,56,White,NA,Associate's degree,"I DO NOT I have an education in, nor do I work in, the field of computer science, computer engineering or IT.","$100,000 to under $125,000","To reduce the intrusion into personal privacy, your friend says they will use a technique called differential privacy. Differential privacy is a novel, mathematical technique to preserve privacy which is used by companies like Apple and Uber."
True,I agree,I'm not sure,NA,I’m not sure,NA,NA,privacy and safety concerns,False,True,True,True,NA,NA,True,True,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,Man,1988,Black or African American,NA,Bachelor's degree,"I have an education in, or work in, the field of computer science, computer engineering or IT.","$100,000 to under $125,000","To reduce the intrusion into personal privacy, your friend says they will use a technique called differential privacy. Differential Privacy injects statistical noise into collected data in a way that protects privacy without significantly changing conclusions."
True,I agree,No,NA,No,NA,I prefer that my data just be kept private instead of trusting the privacy policy of another company.,NA,NA,True,NA,NA,NA,NA,I don't know,I don't know,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,Man,1988,"Asian, Native Hawaiian, or Pacific Islander",NA,Bachelor's degree,"I have an education in, or work in, the field of computer science, computer engineering or IT.","$50,000 to under $65,000","To reduce the intrusion into personal privacy, your friend says they will use a technique called differential privacy. Differential privacy ensures that the removal or addition of a single database item does not (substantially) affect the outcome of any analysis. It follows that no risk is incurred by joining the database, providing a mathematically rigorous means of coping with the fact that distributional information may be disclosive."
